"id","ATTRIBUTE"
"285543","H718|P193|T849"
"285568","T005"
"285569","T005"
"285613","S342|Y685"
"285618","H898|S416|S996|T045|T148|T609"
"285632","H898|Q748|S055|S863|T124|T584"
"285660","T798|X481"
"285661","T850|X814"
"285664","H898|T148|T250"
"285668","T800|T857|T857|X481|X814|X814"
"285670","T798|T859"
"285671","S299|S299|T798|T798|T800|T800|T850|T857|T859|T859|T859|X481|X814"
"285672","S299|T798|T798|T800|T800|T850|T850|T850|T857|T857|T859|T859|T859|X481|X814|X814|X814|Y234"
"285673","S299|T800|T850|T859"
"286427","S863"
"286541","H732|H732|Y280|Y363|Y486|Y498|Y673"
"286543","H732|Y280|Y486"
"286682","H964|S197"
"286724","H964|P105"
"286799","B527|B527|H877|H996|P193|P193|P193|Q748|Q748|R942|S055|S055|S863|S863|T001|T005|T124|T124|T131|T133|T796|T796|T796|T849|T849|X482|X508|Y202|Y202|Y237|Y237|Y256|Y280|Y330"
"286826","H877|H996|H996|P193|Q748|Q748|R942|S863|T124|T131|T133|T796|T849|T849|X508|X508|Y202|Y237|Y280|Y330"
"286868","S863"
"286870","S863"
"286874","S863"
"286875","S863"
"286877","S863"
"286878","S863"
"286971","B527|B527|H996|P193|Q748|R942|R942|T001|T001|T005|T124|T124|T133|T133|T796|T796|T849|T849|X508|X508|Y202|Y237|Y256"
"286972","H996|P193|R942|T584|T796|X508|Y202|Y237|Y256|Y330"
"287047","X508|Y256"
"287052","S197|S197"
"287090","T001|T005|T124|T796|X482"
"287236","H996|T796|X482|X508"
"287398","H877|Y237"
"288028","H732|H732|Y280|Y673"
"288029","H732|H732"
"288030","H732|H732|H732|Y280|Y673"
"288031","H732|H732|Y673"
"288032","H732|H732|H732|Y673"
"288034","H732|H732"
"288037","H732|Y280"
"288038","H732|Y280"
"288048",NA
"288055","B476|R699|S416|T150|T250"
"288066","H877|H898|R942|S103|S197|T250|T261|T796|T851|Y011|Y239|Y678|Y694|Y703"
"288067","R942|T796"
"288077","X481|X481|X814"
"288078","X481|X481|X814"
"288131","T005|T005"
"288133","T005"
"288134","B476"
"288137","R921|T250|T603"
"288145","X891|X891"
"288273","B476"
"288274","H898|T250"
"288275","T148|T250|T569"
"288276","T138|T138"
"288277","T850|T850|T850|T857|T857|T857|X814"
"288283","T131|Y331"
"288286","Y331"
"288288","B527"
"288295","X891|X891"
"288314","X481|X481|X814|X814"
"288325","X481|X481|X814|X814"
"288330","X481|X481|X814|X814"
"288361","T001|T001|T001|T005|T005"
"288362","T001|T001|T001|T005|T005"
"288363","T001|T001|T001|T005|T005"
"288364","T001|T001|T005|T005"
"288381","Q768"
"288410","Q768|R425"
"288420","B527"
"288424","B527|B527"
"288425","B527|B527"
"288437","H898"
"288438","B440|Y012"
"288444","S299|T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"288468","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"288478","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"288479","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"288482","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"288486","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"288487","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"288792","B476|H646|R107|R107|R107|Y231|Y231|Y231|Y678"
"288893","H646|H646|R107|R107|R107|Y231|Y678|Y678"
"288928","B458|R107|R107|R107"
"289003","Y231|Y231|Y231"
"289011","R107|Y231|Y231|Y231"
"289014","R107|Y231|Y231"
"289024","R942|T001|T001|T124|T124|T124|T131|T131|T131|X482|X482|Y237"
"289044","P193|P193|R942|T001|T124|T124|T124|T131|T131|T131"
"289050","P193|R942|R942|T001|T001|T124|T124|T131|T131|T131"
"289180","P193|T001|T131|T131|T131"
"289242","R942|T001|T001|T124|T124|T124|T131|T131|T131"
"289423","R107|R107|R107|Y231"
"289794","R107|R107|R107"
"290053","R107|R107|X891|X891"
"290055","B458|P105|S197|Y012"
"290056","S205"
"290059","Y239"
"290061","Y239"
"290062","Y239"
"290063","Y239"
"290340","R699|S197|Y012|Y678"
"290351","S299|T800|T859|T859|T859|X814"
"290352","S299|T800|T859|T859|T859|X814"
"290353","T800|T859|T859|T859"
"290366","T851|Y011|Y260"
"290367","T851|Y260"
"290679",NA
"290721",NA
"291639","R107|T849|X891|X891|X891"
"292032","X891|X891"
"292257","S205|T029|T148"
"292385","T003"
"292386","T003"
"292445",NA
"292464","Y011|Y260"
"292472","T800"
"292488",NA
"292489","R921|S243|T799|Y260|Y330"
"292490","Q748|R921|T001|T005|T131|T799|T849|X508|Y230|Y237|Y280"
"292504","H713|Q884|R425|T799|Y239"
"292517","H941|R921"
"292519","P193|T849|X482"
"292560","H646"
"292561","H646"
"292623","S673"
"292627","T798"
"292628","T798|T850|Y234"
"292638","X814"
"292644","H941"
"292649","S991|Y260"
"292658","H646|S744"
"292665","Y666|Y681"
"292666","B476|R699|S416|Y666|Y681"
"292673","S237|S237"
"292676","H713|P105|S051|S416|Y011"
"292685","Y260|Y330"
"292694","T851|Y260"
"292707","H996|R942"
"292710","S863|T001"
"292712","B527|H996"
"292717","T851|Y011|Y260"
"292718","Y011|Y260"
"292768","X508"
"292776","X814"
"292780","T001|T001"
"292781","T001|T001"
"292783","T001|T001"
"292787","H646|H646|H646|H877|H996|H996|H996|S055|S055|S055|S197|S197|S197|T584|Y012|Y012|Y012|Y231|Y231|Y231|Y280|Y280|Y280|Y678|Y678|Y678"
"292848",NA
"292850","Y280"
"292859","T800|X814"
"292860","B440|H898|R699|S197|Y012|Y678"
"292863",NA
"292865","Y244|Y681"
"292866","B440|B458|B536|H646|H898|Q768|R894|R909|S237|S673|S991|S996|T045|T849|X891|Y202|Y231|Y330|Y681"
"292867","B527|T001|X482|Y280"
"292870","H646|S673|T603|Y679"
"292873","B527|T131|Y256"
"292880","S863|X482"
"292895","H713|H732|R107|R114|S243|Y331|Y331|Y331"
"292897","R107|Y331|Y331|Y331|Y486"
"292906","H713|H732|H732|R107|R107|R107|S243|Y331|Y331"
"292977","R107|R107|R107|Y331"
"292991","R107|R107|R107|Y331"
"292998","R107|R107|R107"
"292999","R107|R107|R107"
"293003","R107|R107|R107"
"293054","H646|H646|S197|Y012|Y231|Y231|Y678|Y678"
"293055","H996|P193|T584|Y280"
"293066","T569"
"293067","X891|X891"
"293105","T261"
"293106","T261"
"293110","S143"
"293113","T584|Y282"
"293116","T250|Y282"
"293119","T857|T857|T857|X814|X814"
"293122","T857|T857|X814|X814"
"293123","T857|T857|X814|X814"
"293124","T857|T857|X814|X814"
"293132","T857|T857|X814"
"293155","T001"
"293156","T001"
"293157","T001"
"293158","T001"
"293180",NA
"293188",NA
"293201",NA
"293202",NA
"293205",NA
"293210",NA
"293211",NA
"293216",NA
"293220",NA
"293231",NA
"293232",NA
"293233",NA
"293269",NA
"293340",NA
"294998",NA
"295089","R894|S673|T148|T569"
"295220","S996|S996"
"296719","T850"
"296720","T850|T850"
"296722","T798|T850"
"296730","S299|T798|T850|X481|X814"
"296743","H941|H941|H964|S197|S197|Y012|Y012|Y678|Y678"
"296754","S673|Y281"
"296757",NA
"296770","H996|S055|S342|T001|T005|T124|T133|T796|X482|X508|Y202|Y280"
"296826","S744|Y230"
"296828","H643|S744"
"296830","S416|Y681"
"296831","S416|Y681"
"296834","H646|T029|T138|T569|X482|Y202"
"296835","H646|H941|T029"
"296842","H962|P105|R921|S243|S848|T851|T854|Y011|Y230|Y694"
"296844","P105|T851|T854|Y230|Y239|Y486"
"296847","H877|R942|T796"
"296850","H877|T133|T796"
"296852","T133"
"296862","T798|T798|T800|T800|T800|T859|T859|T859|X481"
"296881","T798|T798|T800|T800|T800|T859|T859|T859"
"296882","T798|T798|T800|T800|T800|T859|T859|T859"
"296884","T798|T798|T800|T800|T800|T859|T859|T859"
"296886","T800|T800|T800|T859|T859|T859"
"296887","T798|T798|T800|T800|T800|T859|T859|T859"
"296889","T798|T798|T800|T800|T800|T859|T859|T859"
"297182","B440|B440|B440|B536|Q748|R942|R942|T603|X891|X891|X891|Y202|Y202"
"297203","B440|B440|B536"
"297204","B440|B536"
"297205","B536|X891|X891|Y011"
"297238","B440|B440|B440|H898|R107|R942|S197|S197|T603|T603|X891|X891|X891|Y011|Y260"
"297266","B440|T603"
"297368","Q768"
"297551","B440|B440|R107|R107|R942|T849|X891|X891|Y237"
"297596","B440|B440|X891|X891"
"297609","B440|X891|X891"
"297613","B440|X891|X891"
"298266","R107|X891|X891|X891"
"298448","X891|X891"
"298754","H732|H732"
"298756","H732|H732"
"298781","S299|T798|T850|T857|X481|X814"
"298782",NA
"298784","S342|T261|Y666|Y681"
"298785","T261|Y666"
"298790",NA
"298798","B527|H877|H996|P193|Q748|R510|R942|S055|S863|T005|T124|T131|T133|T133|T150|T849|X482|X482|X508|Y202|Y237|Y256|Y256|Y280|Y280|Y330|Y498"
"298907","X481"
"298927","X481"
"298929","X481|X481"
"298933","X481|X481"
"298934","X481|X481|X814"
"299054","T005"
"299873","Q748|T849"
"300039","X508|Y330"
"300196",NA
"300202","B440|B440|B440|B458|B458|B476|B536|H905|H905|H905|H941|H941|H964|H964|H964|P105|P105|R699|R699|R699|R921|R921|S051|S051|S416|S416|T603|T603|T609|T609|T609|Y330"
"300220","B476|H905|H905|H941|H964|P105|R921|T603"
"300222","B476|B536"
"300228","B458|Y330"
"300419","H996|X482|X482|X482|Y260"
"300421","H963|Y260"
"300444","S299|T800|T859|X481"
"300445","T798|T850|T857|T859|X481"
"300464","S103|S197|Y260"
"300466","H713|H732|R107|Y260"
"300470","H646|Y331"
"300474","B458|B527|H941|H964|P105|Q748|R921|S991|T005|T849|Y230"
"300482",NA
"300484",NA
"300650","T250|Y282"
"300743","X481|X481|X814"
"300744","X481|X481|X814"
"300750","T001|T001|T005|T005"
"300751","T001|T001|T005|T005"
"300752","T001|T001|T005|T005"
"300753","T001|T005|T005"
"300754","T001|T005"
"300758","T001|T005"
"300759","T001|T005|T005"
"300790","H898|T148|T250"
"300796","Q768"
"300800","X814|X814"
"300805","S205|S991"
"300822","S996"
"300823","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"300824","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"300825","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"300874","S237"
"300883","T001|T001|T124|T124|T124|T131|T131|T131"
"300886","R107|R107|Y231|Y231"
"300889","R107|R107|T001|T124|T124|T131|T131|T131|X482|Y231"
"300894","T001|T124|T124|T124|T131|T131|T131|Y231"
"300901","T001|T124|T124|T131|T131|T131"
"300905","T001|T124|T124|T131|T131|T131"
"300906","T124|T124|T131|T131"
"301019",NA
"301054",NA
"301056",NA
"301068","Q748|Y256"
"301075",NA
"301125",NA
"301194","S205|T569"
"301587","T796|T849"
"301593","H996|R942|T001|T584|X482|Y280"
"301601","H996|Q748"
"301610","S055|X482|X482|X482|X508|Y202"
"301656","X482|X482"
"301886","S673|Y678"
"301887","Y234"
"301888","Y234"
"301898","Y281|Y281"
"301899","Y281|Y281"
"301901","R894|X891"
"301948",NA
"301982",NA
"301984",NA
"301992",NA
"302070","S143|X891|X891"
"302113","X891|X891|X891|Y256"
"302178","B458|R425|T088"
"302181","H898|H996|T849|X508"
"302694","T403|T403|X891|X891|Y690|Y690"
"302697","X891|X891"
"302699","H877|T133"
"302710","B527|S744"
"302714","H962|H963|Q768|R425|T250"
"302725","S673"
"302726","T800|T859"
"302727","S299|T857|T859|X481"
"302728","T857|X481"
"302729","T800|X481"
"302734",NA
"302735","S342|Y486"
"302738","R942|Y237"
"302746",NA
"302748","P105"
"302749",NA
"302766","T798|T798|T798|T800|T850|T850|T850|T857|T857|T857"
"302767","T798|T798|T798|T800|T850|T850|T850|T857|T857|T857"
"302805","T798|T798|T798|T850|T850|T857|T857|T857"
"302807","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"302808","T798|T798|T798|T850|T850|T850|T857|T857|T857|X814"
"302809","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"302811","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"302855","T798|T850"
"303100","Y231|Y231|Y231"
"303106","Y231|Y231|Y231"
"303109","T001|T124|T124|T131|T131|T131|Y231"
"303117","T124|T124|T124|T131|T131|T131"
"303137","T124|T124|T131|T131|T131"
"303140","T124|T124|T131|T131|T131"
"303148","T124|T124|T131|T131|T131"
"303152","T124|T124|T131|T131|T131"
"303156","T124|T124|T131|T131|T131"
"303330","B527|Q748|X482"
"303341","T796|Y237"
"303483","S197|Y678"
"303484","B536|S197"
"303486","S237|S237|T609|T609|Y646"
"303487","Y646|Y646"
"303498",NA
"303501","X814|X814"
"303510","T088|T799|T799|Y239"
"303513","P193|T005|T849"
"303514","B527|T849"
"303515",NA
"303516","B527|T005"
"303518","H646"
"303519","H643|H646"
"303524",NA
"303527","R425|Y230"
"303529","H962|S673"
"303569","T800|T800|T800|T859|T859|T859"
"303572","T800|T800|T800|T859|T859|T859"
"303573","T800|T800|T800|T859|T859|T859"
"303576","T800|T800|T800|T859|T859"
"303577","T800|T800|T800|T859|T859|T859"
"303579","T800|T800|T800|T859|T859|T859"
"303750","Q768"
"304115","X891|X891|Y231"
"304123","X891|Y231"
"304128","X891|Y231"
"304131","X891|X891|Y231"
"304134","Y231"
"304202","T133|Y202|Y256"
"304210","Y256|Y256"
"304218","Q748|T133|Y237|Y256|Y256"
"305397","X891"
"305604","Y011|Y260"
"305605","T851|Y260"
"305615","S205"
"305630","X814|X814"
"305633","T850"
"305636","T857|T859"
"305643",NA
"305645","B527|X482"
"305649","X482"
"305650","X482|Y281"
"305658","H941"
"305659","T029"
"305680","T003"
"305800","Q748|T796|T796|T796|T849|X508|Y202"
"306092","Y202"
"306106","X814"
"306110","H941|P193"
"306133","S299|T798|T800|T850|T857|T859|X481|X814"
"306228","B527|Y237"
"306327","T005"
"306328","T005"
"306330","T005"
"306332","T088"
"306339",NA
"306341","B527|H996|R942|S055|T005|T796|T849|X508|Y237|Y256|Y280|Y330"
"306342","B527|P193|Q748|T005|Y202|Y256"
"306369","H964|P193|X482"
"306370","H941|H964"
"306473","H643|H962|P105|Q768|R510|S051|S103|S243|S960|T001|T133|T799|T851|T854|T855|Y011|Y230|Y239|Y486|Y685|Y694|Y703"
"306485","H877|T131|T150|Y237"
"306491",NA
"306494","R942|Y666"
"306499","T001|T796"
"306502","T001|Y011"
"306509","X814|X814"
"306510","X814|X814"
"306527","T001"
"306529","T001"
"306540","X482|Y237|Y280"
"306541","B458|H905|R921|S205|S991|S991|T138|T138|X482|Y231"
"306542","B440|B440|B458|B476|B536|B536|H905|H905|H941|H941|H964|H964|R699|R699|R921|R921|S051|S416|T603|T609|T796|X508|X508|Y330"
"306558","S205"
"306561","Y234"
"306563","T798|T798|T800|T800|T800|T859|T859|T859"
"306564","T798|T798|T800|T800|T800|T859|T859|T859"
"306566","T798|T798|T800|T800|T800|T859|T859|T859"
"306581","S237|S237"
"306582","S237|S237"
"306590","T084"
"306610","B440|B440|X891|X891|X891|Y237|Y237"
"306611","B440|H898|X891|X891"
"306614","T124|X891|X891|Y237|Y237"
"306622","X891|X891|Y237"
"306644","H898|X891|X891|Y011"
"306653","X891|X891|Y011"
"306677","S342|Y486|Y685"
"306678",NA
"306683","S299|T798|T800|T800|T850|T857|T859|T859|X481|X814"
"306685","T798|T850"
"306686","T798|T850|T857|X814"
"306687","S299|T798|T850|T850|T857|T857|X481"
"306694","X891|X891"
"306696","S299|S299|T798|T800|T800|T850|T857|T857|T859|T859|X481|X481|Y234"
"306698","S299|T850|T850|T857|X481|X814|Y234"
"306699","T850|X481"
"306700","T850|T857|X814"
"306932","B440|B527|B527|B536|H877|H877|H905|H996|H996|P105|P193|P193|Q748|R942|R942|S055|S055|T001|T001|T005|T005|T124|T131|T131|T133|T133|T569|T584|T796|T796|T849|X482|X482|X508|X508|Y011|Y202|Y237|Y237|Y256|Y256|Y280|Y280|Y330"
"307126","Y012"
"307582","B440|S197"
"307852","B458|H905|H964"
"307854","H964|R114"
"307874","H877|H877|H996|H996"
"307911","H877|H877"
"308114","B527|P193|P193|P193|Q748|R942|T005|T124|T796|T849|X482|X508|Y202|Y330"
"308200","B440|B536"
"308235","P193|P193|R942|S055|T131"
"308238","R942|S055|T849|X508|Y280"
"308239","B527|H877|H996|P193|P193|Q748|R942|R942|S055|S863|T001|T001|T005|T124|T131|T131|T133|T133|T584|T584|T796|T796|T796|T849|X482|X482|X508|Y202|Y202|Y202|Y237|Y237|Y256|Y280|Y280|Y330"
"308240","R942|X508"
"308241","B527|H877|H996|P193|Q748|R942|S863|T001|T124|T133|T133|T133|T584|T796|T796|T849|X508|X508|Y202|Y237|Y256|Y280|Y330"
"308259","H941|R921"
"308428","Q748|S055|T005|T124|T133|T796|X508|Y330"
"308665","S863"
"308667","S863"
"309020",NA
"309310","X481|X481"
"309318","X508|Y330|Y486"
"309367","X891|X891"
"309379","S673|S991|Y231"
"309382","S673"
"309388","S299|Y234"
"309389","Y234"
"309409","T798|T798|T800|T800|T800|T859|T859|T859"
"309411","T798|T798|T800|T800|T800|T859|T859|T859"
"309412","T798|T798|T800|T800|T800|T859|T859|T859"
"309417","T798|T798|T800|T800|T800|T859|T859|T859"
"309418","T798|T798|T800|T800|T859|T859|T859"
"309424","T798|T798|T800|T800|T859|T859|T859"
"309432","T798|T798|T800|T800|T800|T859|T859"
"309484","T798"
"309527","T799|Y486|Y679"
"309546","S325|T799"
"309558",NA
"309559","R114|S243|Y486"
"309561","R114|S143|S243|S342"
"309563","Y486|Y685"
"309570","S143|Y486"
"309602","H905|H964"
"309606","X891|X891"
"309609","T609"
"309612","H941|H964|P193"
"309614","S197|Y012"
"309615","Y012"
"309621","T857|T859"
"309624",NA
"309627","H877|R942"
"309641","X481|X481|X814"
"309649","X481|X481"
"309650","X481|X481|X814"
"309651","X481|X481"
"309652","X481|X481"
"309657","H877|H905|H941|H964|S673|S673|T799|T849|Y260"
"309662","T001|T005"
"309668","H962|S103|T250|X482|Y011|Y012|Y260|Y260|Y498"
"309674","H877|H996|Q768|R942|R942|S055|Y280"
"309675","H996|Q748|S055|X482"
"309683","P193|Q748|Q748|R942|R942|R942"
"309691","Q748|Q748|R942|R942"
"309703","P193|Q748|Q748|R942|R942"
"309707","Q748|R942"
"309718","P193|Q748|R942"
"309720","R942|R942"
"309739","P193|R942"
"309783","P193"
"309787","S996"
"309791","S243|Y486"
"309805","S205|S205"
"309806","S237|S237"
"309807","S237|S237"
"309808","Y234"
"309815","T798|T798|T850|T850|T850|T857|T857|T857"
"309816","T798|T798|T850|T850|T850|T857|T857|T857"
"309821","X814|X814"
"309822","X814|X814"
"309824","X814|X814"
"309826","X814"
"309829","T124|T131|T131|T131"
"309830","T124|T131|T131|T131"
"309841","Q768"
"309843","H732|T088"
"309845","H732|T088"
"309856","H732"
"309857","R942|T849|T849"
"309885",NA
"309907","T850"
"309913","T798|T859|X481"
"309914","S299|T857|T859|X481"
"309918","T798|T800|T857|T859"
"309927","T800|T857"
"309938",NA
"309939","H905|H941|H962|H963|S103|S243|S960|T799|Y230|Y231|Y260|Y685"
"309963",NA
"309965",NA
"309979","H996|P193|S055|S863|T001|T005|T124|T133|T796|Y237|Y256|Y280"
"309997","Q748|T124|Y280"
"310003","H964|Y011"
"310023","H963|S991|Y239"
"310053",NA
"310055",NA
"310056",NA
"310058","B458|B527|H646|H963|H996|P193|Q748|R425|S197|S237|S744|S996|T138|T849|Y280|Y330"
"310061","T796|Y280"
"310070","R942|X508"
"310082","Y239"
"310116","S103|T851"
"310134","Y011|Y260"
"310135","Y011|Y260"
"310158","Y239"
"310169","T798|T800|T800|T859|X814"
"310216","T138|T138"
"310371","S051|S416"
"310478","B527|T133"
"311302","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"311304","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"311305","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"311308","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"311310","T798|T798|T798|T850|T850|T850|T857|T857|T857"
"311420","T124|T124|T131|T131|T131"
"311422","T124|T124|T131|T131|T131"
"311431","T124|T124|T131|T131|T131"
"311479","S205"
"311497","H962|P105|Y685"
"311498","H877|R942"
"311516","T800|T800|T800|T859|T859|T859"
"311533","H713|T851"
"311588","R942|T133|T133|T133|X891|Y231|Y237|Y256|Y256|Y256"
"311590","R942|T133|T133|T133|X891|Y237|Y256|Y256|Y256"
"311617","X891|Y231"
"311689","X891"
"311693","X891"
"311711","H996|Y260"
"311777","H713"
"311808","Q768|S960|Y282"
"311816",NA
"311821","Q768|S673"
"311829","S673|Y282"
"311838","H963|Y282"
"311845","Y239"
"311860",NA
"311862","H962|Y685"
"311881",NA
"311964","H646|Y012|Y678"
"311980","H646|S197"
"312119",NA
"312121","B476|B536|H646"
"312123","H898|S237|Y331"
"312141","S991"
"312142","S673"
"312143","S673"
"312154","T800|T800|T800|T859|T859|T859"
"312156","T800|T800|T800|T859|T859|T859"
"312157","T800|T800|T800|T859|T859|T859"
"312158","T800|T800|T800|T859|T859|T859"
"312160","T800|T800|T800|T859|T859|T859"
"312161","T800|T800|T800|T859|T859|T859"
"312249","T005"
"312255","S325|Y231|Y237|Y256|Y256|Y256"
"312260","S325|S325|Y231|Y256"
"312268","Y256|Y256|Y256"
"312272","Y237|Y256|Y256|Y256"
"312273","Y256|Y256|Y256"
"312281","Y231"
"312283","Y231"
"312288","Y231"
"312301","Y237|Y256"
"312302","Y237|Y256"
"312325","S237|S237|T084|T084|T133|T609|T609|Y646"
"312347","Y281|Y281"
"312348","Y281"
"312368","S237|T609"
"312369","S237|T609"
"312370","S237|S237|T609"
"312374","S237|S237"
"312391","T798|T800"
"312393","T005"
"312395",NA
"312396",NA
"312397","S205|S205"
"312400","Q768"
"312413","H732"
"312415","H732"
"312435","H898"
"312443","B440|Q768"
"312467","P193|T849"
"312497","T124|T131"
"312500","T124"
"312501","T124"
"312502","T124"
"312503","T124"
"312504","T124"
"312505","T124"
"312508","T124"
"312537","R894|S237"
"312570","S744|Y239"
"312579","T798|T800|T800|T800|T859|T859"
"312587","X482|X482|X482|Y260"
"312588","X482|X482|X482|Y260"
"312609",NA
"312611",NA
"312614","R114|S143|S243|Y685"
"312652","B536|H898"
"312690","B440|T603"
"312691","H964|P105|T603"
"312705","B536|S051|T603"
"312774","S237"
"312789","Y234"
"312790","T857|T859"
"312802","Q748|R921|R921|S325|X891"
"312803","H905|H941|S325|X482"
"312819","H646|H962|Y237"
"312825","B440|H964|S416|T603"
"312826","B440|B458|H905|H941|H964|R699|R921|T603"
"312827","H941"
"312853","Y685"
"312865","H962|H963|S673|S744|S960|T250|T799"
"312867",NA
"312875",NA
"312880","S960|T799"
"313035","S299|T798|T800|T800|T850|T857|T859|X481|X814"
"313036","S299|T800|X481"
"313038","T800|T859|X814"
"313039","T859|T859|X814"
"313040","T859|T859|X481"
"313245","H996|Y202"
"313246","B527|P193|Q748|R942|S055|T001|T005|T124|T131|T133|T584|T849|X508|Y202|Y280|Y330"
"313247","H877|T131|Y202|Y202|Y237|Y280"
"313294","B527|B527|H877|H996|P193|Q748|R942|S055|S996|T001|T005|T045|T124|T131|T796|T849|X482|X508|Y202|Y237|Y239|Y256|Y256|Y330"
"313295","H877|H996|Q748|R942|T124|T131|X508|Y202|Y256|Y280"
"313890","H996|X482"
"314064","R425|Y011"
"314083","S991|Y231"
"314085","S673"
"314106","T859"
"314115",NA
"314137",NA
"314138",NA
"314139","S143"
"314149",NA
"314154","T798|T798|T850|T850|T850|T857"
"314156","T798|T798|T850"
"314157","X814"
"314159","T124|T131|T131|T131"
"314160","T124|T131|T131"
"314161","T124|T131"
"314198","T084|T084|T609|Y646"
"314199","S237|T609"
"314224",NA
"314228",NA
"314234","T859|T859|T859"
"314272","B440|B440|B440|B458|B458|B458|B476|B476|B476|B536|B536|B536|H905|H905|H905|H941|H941|H941|H964|H964|H964|P105|P105|P105|Q768|R699|R699|R699|R921|R921|R921|S051|S051|S051|S416|S416|S416|T603|T603|T603|T609|T609|T609|T796|T796|T796|X508|X508|X508|Y330|Y330|Y330"
"314275","T609|T609"
"314276","S237|S237"
"314281",NA
"314282",NA
"314283",NA
"314296","S205"
"314299",NA
"314300","S243|Y685"
"314306","P105|S051|Y330|Y694"
"314319","H877|S055|S863"
"314324","T851|Y011"
"314350","S744|S744"
"314372","S673"
"314380","S673|T799"
"314393",NA
"314395","S744|Y282"
"314400","S673|T250"
"314403","R425|S673|S960"
"314404","H962|R425|T250"
"314406","T800|T859|T859"
"314407","T800|T850|X814"
"314410","X814"
"314413","T800|T800|T859|T859|T859"
"314414","T800|T800|T859|T859|T859"
"314415","T800|T800|T859|T859|T859"
"314416","T800|T800|T859|T859|T859"
"314417","T800|T800|T859|T859|T859"
"314437","B440|B458|B476|B527|B536|H646|H898|H905|H941|H964|P105|R107|R114|R699|R921|S051|S103|S197|S243|S342|T138|T603|T796|T851|X508|X891|Y011|Y012|Y231|Y486|Y685"
"314438",NA
"314439","B527|H877|H996|P193|Q748|R942|S055|T005|T796|T849|X508|Y202|Y280|Y330"
"314441","Y231|Y256|Y256"
"314442","Y256"
"314443","Y231|Y237|Y256"
"314447",NA
"314451","S673|T799|Y282"
"314454","S960|T250"
"314455","Q768|T250"
"314463","Q768|T250"
"314467","T798|T798"
"314468","T798|T798"
"314485",NA
"314512","S991|S991"
"314513","Q768"
"314536","R909|R909|T084"
"314633","S673"
"314668",NA
"314671","R114|S342|Y239|Y282"
"314673","P193|Q748|R942|T796|Y330"
"314723","S237|S237"
"314724","S237"
"314725","S237|S237"
"314726","S237|S237"
"314738",NA
"314740",NA
"314749",NA
"314759",NA
"314774",NA
"317253","H646|H941|R921|S991"
"317254","H941|R921"
"317257","T798|T800|T850|T857|T859"
"317258","S299|T859|X481"
"317259","T798|T850|T859|X814"
"317261","T798|T800|T850|T857|X481|X814"
"317262","T798|T800"
"317264","T800|T850|T857"
"317266","S299|X814"
"317280","B440|B536|H898|R425|T261|Y681"
"317346",NA
"317367",NA
"317397","B440|B476"
"317453","B440|X508"
"317520","B527|P193|P193|R942|S055|T001|T005|T131|T796|T796|T849|X482|X508|Y237|Y256|Y280|Y330"
"317556","B527|H877|P193|Q748|R942|S055|T001|T131|T133|X508|Y202|Y280|Y330"
"317583","S205|S991|Y260"
"317632","B527|H877|H996|P193|Q748|S055|S863|T001|T124|T584|T796|T796|T849|X508|Y202|Y330"
"317687","H996|T849"
"318149","Y234"
"318153","Y234"
"318158","X814"
"318159","X814"
"318165",NA
"318166","T849|Y234"
"318168","H643|P193|T005|T088|T849"
"318169",NA
"318175",NA
"318227",NA
"318272","S673|S673"
"318290",NA
"318291","R425|S673"
"318292","R425|T799"
"318293","R425|S744|T250|T799|Y282"
"318294","R425|S673|S673|S673|T799"
"318300","H963|S960|Y239"
"318301","Q768|R425|S673|T250"
"318303","H962|S673|S960|T250|T250|T799|Y282"
"318304","H962|H963|Q768|R425|S673|T250"
"318308","S744|S960|S960|T250"
"318309",NA
"318310",NA
"318311",NA
"318312","Q768|S960"
"318313",NA
"318316",NA
"318318",NA
"318319","H962|H963|Q768|R425|R425|S744|S960"
"318324",NA
"318327","R425|Y239|Y282"
"318328",NA
"318332","S673|S960"
"318335","H962|H962|R425|R425|S960|S960|Y239|Y239|Y282|Y282"
"318338","S673|Y282"
"318339","Q768|T250"
"318341","Q768|T250|Y282"
"318342",NA
"318346","Q768|Q768|Y282"
"318347","H962|H962|H963|S960|T250|Y239"
"318348","H962|H962|Q768|T250|Y239"
"318349",NA
"318351","R425|S673"
"318352","Q768|Y239|Y282|Y282"
"318353","Q768|Y239"
