"id","ATTRIBUTE"
"210283","S673"
"210376","Y681"
"210449","S205|Y202"
"210463","B458|B458|B536|H713|H905|H905|H941|H964|P105|Q768|R699|R921|R921|R921|S051|S051|S416|S673|T609|T609|T851|T851|Y011|Y011|Y234|Y260|Y260|Y260|Y330|Y330"
"210473","S103|S416|T603|X891|Y231"
"210475","P105|R699|S051|S416|S416|Y260"
"210482","B476|B476|P105|R107|S103|S416|S863|T603|T603|T851|Y011|Y011|Y260|Y330"
"210495","B440|T851|X891|Y330"
"210880",NA
"210884","S055|T138"
"210897","H905|T609"
"210909","T584|T584"
"210912","T584|T584"
"210921","T584|T584"
"210928","T584|T584"
"210930","T584|T584"
"210965",NA
"210982","S325|X891"
"211007","Y231"
"211064","S197|Y280"
"211089","H713|H713"
"211100","H963|H963"
"211129","T005|Y498"
"211133","Y498|Y694"
"211190",NA
"211191",NA
"211212",NA
"211276","Y234"
"211279","Y486|Y685"
"211345","B527|B527|H877|H996|P193|P193|Q748|Q748|R942|R942|S055|S863|S863|T001|T124|T796|T796|T796|T849|T849|X482|X482|X508|X508|X508|Y202|Y280|Y330"
"211611","R114|Y486|Y685|Y694"
"211618",NA
"211682","H962|Y282"
"211717",NA
"211728","H898|Y678"
"211730","H996|T403|T584"
"211742","H898|T045"
"211747","B440|R699|S197|S197|T045|T250|Y012|Y202|Y678"
"211781","H646|H646|H646"
"211785","H646|S197"
"211786","H646|S197"
"211787","H646|H646|H646|S197"
"211788","H646|H646|H646|S197"
"211796","H646|H646|S197"
"211806","H646|H646|S197|S197"
"211827","H646"
"211845","Y234"
"211858","Y331"
"211859","S237|S237"
"211860","S237|S237"
"211861","Y685"
"211969","T029|T029|T138|T138"
"212108",NA
"212637",NA
"212642","R107|S205|X891|Y331"
"212759","H905|T569|Y012"
"212769",NA
"212770",NA
"212772","S205|T029"
"212773",NA
"212863","H963|S960"
"212927","T850|X814"
"212928","T798|T800|T850|T850|Y234"
"212935","T857|T859"
"212938","H732|S960"
"212940","Q768|Q884|R510|S342|S960|Y230|Y239"
"212950","T855"
"212967",NA
"212973","B458|P105|Y231"
"212984",NA
"212994","P105|S103|S197|S863|S960|T124|T796|X482|Y202"
"213192","S237"
"213193","Y330"
"213194","Y330"
"213212","H713|H713|T088|T088"
"213606","S991|T148"
"214072","T800"
"214079","T029|T138|T138"
"214080","T029|T138|T138"
"214117","R114|R114|S143|S960"
"214118","H964|H964|Q768|R114|R114|R894|S143|S143|S960|S960"
"214120",NA
"214123","H905|H964|R425|S960"
"214125","H877|S991|T250"
"214133",NA
"214140",NA
"214155",NA
"214163",NA
"214326","H646|H877|P193|R942|S197|Y202|Y231"
"214328","H877|Q748"
"214331","B527|H877|T849"
"214332","B527|H877"
"214336","H877|P193"
"214347","T855"
"214348","S237|S416|S996|T003|T045|T084|T148|T250|Y282"
"214356","B527|H646|S205|S237|S673|T603|X482|Y012|Y202|Y202|Y281"
"214369","R425"
"214370","H646|T045|T569"
"214381","S991"
"214382","Y281"
"214383","Q768|S103|T584"
"214530","Y486|Y685"
"214864","T148"
"214867","R107"
"215184","S055|S296"
"215185","S243|Y685"
"215186",NA
"215187",NA
"215188",NA
"215190","H962|H963|Q768|Q884|R510|S243|S342|S342|S801|S801|S960|S996|T150|T854|T855|Y230|Y239|Y280|Y486|Y666|Y681|Y685|Y685|Y694|Y703"
"215192","S848|Y486|Y685"
"215206","Q768|Y239"
"215248","P105|R425|R699|S744"
"215314","R699|S051|T250"
"215432","H963|R425|S673|Y239"
"215500","B536|R921"
"215502","B440|H941"
"215503","R921|T603"
"215517","S863"
"215520","S863"
"215521","S863"
"215522","S863"
"215525","S863"
"215526","S863"
"215530","S863"
"215533","S863"
"215547","S299|T859"
"215549","S299|T859"
"215551","T800|T800|T857|T857|T859|T859|X481|X481"
"215553","T800|T857|X481"
"215570","H941|T045|T148"
"215575","H962|R894|S237|S801|S960|S991|S996|T148|T854|Y231|Y239|Y282|Y681|Y690|Y694"
"215579","H732|H963|Q768|Q884|R894|S103|S237|S416|S801|S960|S991|S996|T003|T148|T609|T854|Y011|Y282|Y486"
"215581","H713|S243"
"215584",NA
"215588","H877|Q748|Q884|R909"
"215624",NA
"215645","H877|T133"
"215665",NA
"215691","H646|S197|Y012"
"215692","S197|T029|T138|T569|Y012"
"215702","X508"
"215710",NA
"215716","T138"
"215717","S205|T029"
"216026","B476|B536|H905|P105|T603|Y231|Y231"
"216049","H964|P105"
"216095","B458|B536|H905|H941|R699|S051|T603"
"217661","H713|H713"
"217681","H713"
"217704","H713"
"217727","H898"
"217733","S996|S996"
"217739","T003"
"217784","T855|X482|X482|X482"
"217785","T855|X482|Y260"
"217807","T250|Y681|Y685"
"217808","S342|Y681"
"217809","T261|Y685"
"217812","Y486|Y685"
"217827",NA
"217830","X508"
"217876","H643|S673|S744|S991|Y679"
"217878","S991|S991"
"217882","Y679|Y679"
"217885",NA
"217887",NA
"217896","S863"
"217897","H898|H964|T849"
"218218","S996|S996"
"218222","S243|S243"
"218223","S243|Y486|Y685|Y685"
"218224","Y486|Y685"
"218225","S243|Y486|Y685"
"218235","S237|T003"
"218236","S237|T003"
"218245","H646"
"218247","Q768|S237"
"218255","H713"
"218257","H713"
"218291","Y486"
"218292","S243|Y486"
"218318",NA
"218330","Y486|Y646"
"218339",NA
"218340",NA
"218395","B527|R942"
"218396","B527|P193"
"218401",NA
"218404","H898|S991|T148|Y685"
"218426",NA
"218428","S205|S205|T029|T138|T569|Y012|Y331"
"218429",NA
"218480","B527|H996|P193|Q748|R107|R942|S055|T849|Y202|Y280"
"218560","H646|H646|H713"
"218561","S296"
"218563",NA
"218564","H877|T088"
"218571","R909|T003"
"218574","X508"
"218575",NA
"218576",NA
"218581",NA
"218599","H963|S744|S860|T088|Y239"
"218600","S744|S860"
"218604","T138"
"218605","T138|T138"
"218614","S342"
"218630","Y239"
"218635",NA
"218637","H643|H905|Q884|R921|S205|S325|S673|S744|S744|S991|T799|X891|Y282"
"218644","P193|T005|X482"
"218650",NA
"218652","S416|T609"
"218658","B527|H963"
"218709","R699|S416"
"218739","B440|B458"
"218744","S197|T603"
"218766","S197|S237|Y331"
"218926","T250|Y012|Y012"
"218934","R942|X482|X482|X482|Y202"
"218954","B476|Y231"
"218966","B476|H941"
"218997","B527|Y280"
"219457","S863"
"219533","R107|R107|S055|X891|X891|Y678|Y678|Y678"
"220396","Y012"
"220414","H963|S744|T088|Y239|Y666"
"220421","T045|T148"
"220437","S237|S237"
"220439","T584"
"220449","S296|T799|Y282"
"220450",NA
"220463","S296|Y282"
"220477","S744|T799"
"220479",NA
"220480",NA
"220485","S744|T799"
"220498",NA
"220506","X508"
"220510","T138"
"220515",NA
"220517","H713"
"220521","Y363|Y646"
"220556","T148"
"220557","S237|S237|S237|T609"
"220558","S237|S237|T609|T609"
"220566","S237|S237"
"220567","S237"
"220568","Y331"
"221135","Y331|Y331"
"221788",NA
"221797","R107|S205|T138|T569"
"221798","R107|S197|S205|S205|T029|T138|Y202"
"221802","R942|S342"
"221808","Y239|Y486"
"221828","H643|H643|H905|H963|H963|Y679|Y679"
"221843","H646|Y260"
"221845","H962|Q768|Q768|R425|T250|Y011|Y011|Y012|Y239|Y260"
"221928","T798|T850"
"221936","Q748|Q768|R894|R894|R921|S051|S103|S960|S991|T001|T148|T603|Y260"
"221937","R894|R909|Y237|Y239|Y256"
"221950","T850|X814"
"221960",NA
"221964","Q768|S744|S991|Y239"
"221970","B527|H646|Q884|R114|R894|S205|S237|S991|S996|T003|T029|T250|T603|X891|Y202|Y231|Y281"
"221971","B527|H941|Q884|R114|R894|R909|S960|T003|T029|T084|T584|T603|Y012|Y202|Y202|Y244|Y256|Y690"
"221978","T584|T849|X482|Y202|Y202"
"221979","T849|X482"
"221987","H898|H898"
"221989","S237|S237"
"221991","Q768"
"222031","S299"
"222040","H643|S205|T250"
"222042","H646|H963|S673|S744|T799|Y281|Y679"
"222046","Q884|S325|T799"
"222047","H643|H646|H713|H962|H963|Q884|R114|S243|S673|S744|S744|T799|X891|Y230|Y244|Y281"
"222052","H643|S243"
"222053","H713|Q884|S744|Y244"
"222069","S296|S991|S991|T005|T005|T005|Y231"
"222084","B440|S197|Y012|Y281"
"222089","B440|S197|T133|T851"
"222098","X891"
"222100","T148|X891|Y678"
"222106","T148"
"222107","T584"
"222108",NA
"222128","S801|T855"
"222136","H905|H905|H963"
"222149",NA
"222162","B440|H964"
"222170","Y330"
"222173","H941|Y330"
"222181","H877"
"222193","H643|S243|T150|T854|Y230|Y239|Y486|Y694|Y703"
"222329","H732|Q768|R114|S960|T003"
"222339",NA
"222354","B440|H646|H646|H963|H963|S991|S991|T799|Y231|Y231|Y244"
"222356","S416|Y237"
"222358","S237|S237|S416|S416|S673|S996|T609|Y231"
"222367","Y202|Y202"
"222381","S673|S744"
"222386","T800|X814"
"222389","T569"
"222393",NA
"222395","B527|H996|P193|R942|S055|Y202"
"222399","B527|Q748"
"222404","H996|P193|S055|T849"
"222412","H713|T088"
"222421","H898|R510"
"222571",NA
"222575","Y685"
"222647",NA
"222649","H643|S673|S744"
"222691","T088"
"222695","T088"
"222708","T088"
"222764","B458|S051"
"222828","B536|X508"
"222832","B536|T603"
"222835","H964|P105|S051"
"222920","S996|T045"
"222921","T148|T569|Y202"
"222923",NA
"222929","B440|B536|H898|R699|Y012"
"222939","T088"
"222940","T088"
"222941","T088"
"222956","S299|T800|T850|T857|T859"
"222991","S996"
"222998",NA
"223053",NA
"223118","R107|Y012"
"223207","H646|S197"
"223237","T850|T850|X814|X814"
"223239","T850|X814|X814"
"223244","S197"
"223246","B440|B440|B527|B527|H643|H643|H646|H646|H941|H964|Q884|R699|R699|S197|S197|S205|S205|T138|Y012|Y012|Y231|Y678|Y678|Y679"
"223249","B440|B440|H905|H905|H941|R107|S197|S197|S673|S673|Y012|Y679|Y679"
"223255","H941|S197|Y679"
"223259","R107|Y231"
"223342","B527|P193|Q748|R942|S863|T001|T005|T005|T124|T124|T131|T131|T133|T584|T796|T849|Y237|Y237|Y256|Y256|Y330"
"223347","B527|P193|Q748|R942|S863|T001|T005|T133|T796"
"223380","H713|H713"
"223405","S860"
"223485","Y486"
"223488",NA
"223489",NA
"223491","S299|T798|T800|T850|T857|T859|X481"
"223492","S299|T800|T850|T857|T859"
"223505","T798|T800|X481|X481"
"223514","T800|T800|X481|X814"
"223520","T798|T798|T850|T850|T859"
"223534","T798|T859|X481|X481|X814|X814|Y234"
"223615","B440|Y012"
"223632",NA
"223633",NA
"223634",NA
"223656","B440|B458|H964|R699|S991|T138|Y239"
"223786","B440|T569"
"224055","B476|S744"
"224673","B527|H877|H996|P193|R942|S055|T001|T131|T133|T584|T796|T796|T849|T849|X508|X508|Y256|Y280|Y330"
"224807","T796|Y202|Y202|Y237|Y280|Y280"
"225731","H713"
"225733","H713"
"225896","S863"
"225897","S863"
"225898","S863"
"225965","H713"
"226454","R107|S416|T609|X891|X891"
"226458","R107|T609|X891"
"226459","R107|T609|T609|X891"
"226463","T609|X891"
"226464","R107|T609|X891"
"226476","R107|T609|X891|X891"
"226485","X891"
"226486","X891"
"226506",NA
"226507","Y331"
"226521","H996|R894"
"226535",NA
"227122","T850|T857|T859"
"227124","H877|H905"
"227125","H877|R942|Y237|Y703"
"227126","H962|T133|T851|Y486"
"227131","S860|S863"
"227132","T800"
"227143","B440|B476|B536|P105|R699|R894|R921|R942|S051|S103|S197|S416|T001|T005|T133|T261|T796|T851|Y011|Y012|Y230|Y239|Y330|Y666|Y678"
"227145","H877|R942|T133|T796|Y237"
"227147","H877|R942|S863|T001|T131|T133|Y237|Y280"
"227155","S863|T124|Y280"
"227164","S103|T131"
"227176","T851|Y260"
"227178","S237|S237|S237|T133|T133|T609|T609|Y646|Y646|Y646"
"227194","H877"
"227209","S055|S055|S996|T045|T403|T403"
"227210","S996"
"227211","S055"
"227233","T029|T138|T138|Y281"
"227259","R107|S205|T045|Y681"
"227260","H646|H646|R107|S205|T045|Y681"
"227282","H646|H646|S205"
"227286","H646|R107|S205"
"227290","R107|S205"
"227304","H646|T045"
"227306","H646|T045"
"227310","T045"
"227335",NA
"227355",NA
"227362","H898|R114|R894|S237|S991|T138"
"227381","B476|R699|Y012|Y012"
"227387",NA
"227388",NA
"227389",NA
"227394","H962|S744"
"227396","S299|T798|T800|T850|X481|X814|Y234"
"227405","S243|Y486"
"227409",NA
"227412","H713|H963|H964|Q884|R107|R114|R921|S197|S237|S325|S744|S960|X891|Y244|Y281|Y694"
"227414",NA
"227507","T609"
"227509","S237|S237|S237"
"227514",NA
"227518",NA
"227521","S237|S237|S237"
"227522","S237|S237"
"227525","S243|Y486"
"227534",NA
"227544","S299|Y234|Y234"
"227551","S197|S197|Y012|Y012|Y678"
"227552","P193|Q748"
"227554","S197|Y012"
"227556","S237"
"227570",NA
"227571","R894|S197|T148|Y486|Y685"
"227572","H646|S205|S243|T138|Y331|Y486|Y678"
"227580","B527|R942|Y280"
"227588",NA
"227592","H996|Q748"
"227649","H877"
"227670","H713"
"227671","H646"
"227672","H646|H646"
"227681","B440|B440|B536|Y012"
"227685","T250|T261"
"227686","T250|T261"
"227688","Y234"
"227709","T859"
"227714","T798|T800"
"227725","X814|Y234"
"227746","T003"
"227755","R107|Y678"
"227757","S103|T250|T609|T851"
"227770","H646|H877|H905|H962|H963|Q768|Q768|R425|S103|S103|S243|S416|T250|T851|Y011|Y011|Y011|Y012|Y234|Y239|Y239|Y260|Y260|Y260|Y330"
"227897","Q768"
"227923","S863"
"227932","S863"
"227933","S863"
"227974",NA
"227977",NA
"227978","B527|H877|H996|P193|Q748|R942|S055|T796|T849|X508|Y202|Y280"
"227979","B527|H877|H996|P193|Q748|R942|S055|T796|T849|X508|Y202|Y280"
"228019","B458|B527|H643|H905|H963|H964|H996|Y679|Y679"
"228908",NA
"228921",NA
"228953","S205"
"229164","B476|S051"
"229177","Y231|Y678"
"229252","H646|R921|S197|T603|Y012|Y678"
"229276","B440|S051"
"229339","H905|Y012"
"229406","H646|Y012"
"229579","T857|T859"
"229597","B458|H646|H898|H996|Q768|Q768|R894|S237|S237|S416|S960|S991|S996|S996|T003|T029|T045|T148|T150|T584|T603|T609|T851|Y202|Y231|Y282|Y282|Y330|Y681|Y681|Y690|Y690"
"229599","P105|Q768|Q884|Q884|R894|S197|S237|S416|S960|S991|S996|T003|T609|Y237|Y281|Y282|Y363|Y690"
"229601","H898|Q884|R894|S237|S991|T003|T003|T148|T603|Y363|Y681|Y690"
"229608","B527|H996|Q748|S863|T001|T029|T584|Y202|Y237|Y646"
"229619","B458|T029"
"229626","H732|T851"
"229659","H646|H941"
"229660","S205"
"229686","H713"
"229688","H713"
"229691","H713"
"229692","H713"
"229693","H713"
"229695","H713"
"229697","H713"
"229706",NA
"229709",NA
"229717","S996"
"229719","T798|T800|T857"
"229722","S299|T798|T850|T857|T859"
"229723","T850|T859|T859|X481"
"229724","T798|X814"
"229730","T800|X814"
"229740","Y281"
"229875",NA
"229876",NA
"229878","H646|S996|T569|Y239"
"229885","T029|Y012|Y239"
"229893","H646|P105|S996|Y678"
"229924","T124|T584"
"229948","H646|Y011"
"229952","H962|Y282"
"229969","T851"
"231382","H713|S055"
"231383","H713"
"231388","H713|R107|R107"
"231406","H713"
"231407","H713"
"231409","H713"
"231411","H713"
"231412","H713"
"231486","R107"
"231491","Y678|Y678"
"231493","B527|P193|T849|Y280|Y281"
"231494",NA
"231506","B476|H713|Q768|R699|R921|R921|S103|S103|S416|T851|Y260|Y330|Y330"
"231507","B458|H905|H941|H964|P105|P105|R699|S051|S051|S103|T584|T851|Y011|Y011|Y234|Y260|Y260|Y330"
"231508","B458|R699"
"231510","B476|B476|H941|R699|R699|S051|S051|S103|S416|S416|T603|T609|T851|T851|Y011|Y234|Y260|Y260|Y282"
"231514","B458|P105|R921|S051|S051|S103|S416|T609|T609|T851|Y011|Y260|Y330"
"231529","H713|R921|Y011"
"231620","Q768"
"231663","R942|T131"
"231664","T851|Y231"
"231675",NA
"231716","R107|X891"
"231717","R107|X891"
"231720","R107|Y239|Y282"
"231728","T003"
"231730","T003"
"231731","T003"
"231732","T003"
"231762","S299|Y234|Y234"
"231776","S299|S299|Y234"
"231794",NA
"231795",NA
"231802",NA
"231807",NA
"231811",NA
"231812",NA
"231858",NA
"231865",NA
"231867",NA
"231869","R114|R114|R425|S237|S991|S996|Y282|Y486"
"231871","R114|R894|S205|T799|Y685"
"231914",NA
"231917",NA
"231942","T029|T045|T138|T138|Y685"
"231982",NA
"232051",NA
"234059",NA
"234951","T029|T569"
"2379",NA
"239588","S197"
"239589","S342|Y685"
"239632","R107"
"239635","R107"
"239640","S299|S299|T798|T798|T800|T850|T850|T850|T857|T857|T857|T859|X481|X481|X481|X814|Y234"
"239668","T029"
"239673","T138|T569"
"239674","T045"
"239684",NA
"239689",NA
"239711",NA
"239716",NA
"239744",NA
"240256","T609"
"240257","S237|T609"
"240258","S237|T609"
"240259","S237|S237|S237"
"240318",NA
"240429","H996|T133|X508|Y237"
"240454","R942|T133"
"240473","H905|X508"
"240682","B440|B476|B476|B536|H898|R699|R699|S197|S197|Y012|Y012|Y678|Y678"
"240816","H646"
"240818","R699"
"240826","B440|B458|B536|H646|H898|H905|H941|H962|H964|P105|R894|S103|S863|S960|S996|T003|T029|T133|T250|T261|T569|T584|T796|T849|X508|Y012|Y202|Y202|Y231|Y330"
"240832","B536|H905|R425|S197|S991|T569|T849|X891|Y012|Y231"
"240833","T131|Y237"
"240839","H646|R425|S197"
"240858","T609"
"240859","S237|S237|S237|T609|T609|Y646|Y646"
"240860","S237|T609|T609|Y646"
"240862","S237|T609"
"240866","S237|T609|Y646"
"240885","S237"
"240892","S237"
"240894","Y330"
"240896","T798|T800|X481|X814"
"240897","S103|Y256"
"240898","S299|S299|S299|T798|T798|T800|T800|T850|T850|T850|T857|T857|T859|T859|T859|X481|X481|X481|X814|X814|X814|Y234|Y234"
"240899","T798|T798|T800|T800|T850|T850|T857|T857|T859|T859|X814|Y234"
"240900","S299|S299|T798|T798|T798|T800|T800|T850|T850|T857|T859|T859|T859|X481|X481|X481|X814|X814|Y234"
"240905","T850|X814"
"240921","S996|T003"
"240923","S237|S996"
"240924","B536|S237|T250"
"240930",NA
"240988",NA
"241014","T403|T403"
"241025","B440|B536|S197|S205|S996|T029|T045|T250|T569|X891|Y012|Y678"
"241034","T029|T138"
"241037","S299|Y234"
"241038","T133|T133"
"241039","H962|T133"
"241049","H941|T029|T138|T138|T148|T569|T603|Y012|Y202"
"241057","Q768|T584"
"241058","X891|X891"
"241107","P105|Y234"
"243230","S237|S801|S960|S996|T855"
"243236","S243|Y681"
"243239","Y681"
"243248","H646|H877"
"243345",NA
"243369","S237"
"243377","R107|S205"
"243378","S205|S205"
"243384","Y486|Y685"
"243385","S243|Y685"
"243386","Y486|Y685"
"243392","Y486"
"243395","Y486"
"243418",NA
"243420","Y679"
"244705","R107|R107"
"244709","R107"
"244712","R107|R107"
"244716","R107|R107"
"244762",NA
"244763",NA
"244764","B527|H898|Q884|Q884|R107|S205|S205|T138|Y281"
"244765","Y202"
"244772",NA
"244773",NA
"244774","B527"
"244778","R425|S673"
"244832","B527|T133|Y330"
"244847","T001|Y202|Y237"
"244848","T133|Y237"
"244883","H713|S143"
"244884","H713|S143"
"244903","X482|X482"
"244904","H963|T855|X482|X482|X482|Y260|Y260|Y281"
"244905","X482|X482"
"244973","R107"
"244981","S205|X891"
"245143","B536|H905"
"245457","R107|R107|X891"
"245841","H643|H905|H963|H964|P193|Q884|S673|Y244|Y679"
"245842",NA
"245859","T569"
"245864","S801|S801"
"245867","R894|R894|S197|S673|Y012|Y202"
"246016","R107|X891"
"246017","R107|X891"
"246032","R107|R107"
"246094","R107"
"246096","R107"
"246097","R107"
"246100","R107"
"246138","S103|Y678"
"246145","R114|T403"
"246146","R114|S143"
"246157",NA
"246164","R107|R894|S197|T045|T148|X891|X891|Y231"
"246208","T029|T569"
"246294",NA
"246304","H898|S237|S991|Y331|Y331"
"246306","H646|H898|S237|T569|Y012|Y331|Y678"
"246310","T045|T148|Y331"
"246323","Q748|R942"
"246344","S996|T045"
"246363",NA
"246427","S863"
"246428","S863"
"246455","S863"
"246473","S863"
"246522","S243|Y486|Y681|Y685"
"246526","H646|H713"
"246531","S996|S996"
"246534",NA
"246541","S237"
"246543","H713"
"246554","R114"
"246589","R107|S801"
"246797","H877|H996|Q748|S863|T001|T131|T849|X482|X482|X508"
"246818","H996|S055|T796|T849|X482|X482|X482|Y202|Y237|Y256"
"246993","T138|Y012"
"247228",NA
"247233","Y231"
"247258",NA
"247271","R894|S996|Y012|Y678"
"247352","T800|X481"
"247353","T798|T850"
"247354","T798|Y234"
"247357","Y678"
"247358",NA
"247360","T584"
"247363","B527|T584"
"247366","H963|Y281"
"247369",NA
"247372",NA
"247378",NA
"247387",NA
"247421","S299|S299|Y234"
"247426","T798|T800|T857"
"247427","T798|T800|T859|X481"
"247454","T005|T851|Y260"
"247473","S103|T133|T851|Y011|Y234|Y260"
"247481",NA
"247484","S103|Y234"
"247485","Y011|Y234"
"247491","S237|S237|S237|T133|T133|T609|T609|Y646|Y646|Y646"
"247492","T609"
"247538","S103"
"247603","Q768|Y231"
"247691","S296|S991|S991"
"247694","S296|S991|S991|Y231"
"247695","S296|S991"
"247696","S991|S991|T005|Y231"
"247715","H643|S325|S325|S673|S744|S820|S991|Y679|Y679"
"247728","X891|Y331"
"247730","R107|X891"
"247734","B440|B458|B476|B536|Q884|R425|S673|T261|T799|X482|Y012"
"247745",NA
"247746",NA
"247747",NA
"247748",NA
"247749","T849"
"247750","T003"
"247754","T798|T800|T850|X814"
"247755","T798|T800|T850|X814"
"247756",NA
"247759","H877|P193|S055|T849|Y256|Y280"
"247760",NA
"247765","B440|B536|X482|Y244"
"247773","Q884|Y244"
"247775","T849|Y280"
"247787","Y244"
"247789","S299|Y234|Y234"
"247790","Y234|Y234"
"247799","H643|T150|Y690"
"247802","T150|T854|Y694"
"247805","Y282"
"247811","B440|S197|S197|Y012|Y012|Y678|Y678"
"247817","S237|S237|S237|T084|T609|T609"
"247819","B458|B527"
"247820","B440|S197"
"247825","B527|H646|R425|T029|X508|Y202|Y231"
"247836","S237|T609"
"247875",NA
"247876",NA
"247880",NA
"247891","Q768|S243|T045|T148|Y230"
"247900","H898|Q768|R114|R894|R909|S960|Y690"
"247930","H905|H941|H964|S055|S197|S863|T603|Y012|Y280|Y678"
"247960","S863"
"247979","R114|T603"
"247983","B440|B476|H996|P105|R699|S051|S416|T045|T603|Y012|Y678"
"247984",NA
"247986","B536|H898|S863|S996|T045|T124|T261|T569"
"247989","H964|S863"
"247994","B440|B536|H646|S197|S996|Y012|Y202|Y678"
"248055","H964|H964|S325|S860|S996|T799|Y679"
"248111","S342|Y685"
"248126",NA
"248148","R107"
"248156","Q768"
"248184","B476|S863|Y012"
"248188","T851|Y231"
"248189","T001|T131"
"248191","S863|T131"
"248199",NA
"248200",NA
"248201",NA
"248204","H898|R894|S237|S991|S996|T029|Y331"
"248211",NA
"248231","P193|T133|Y280"
"248253","H964|P105|Q884|T851|Y281"
"248255",NA
"248296","H646|R921"
"248298","R921|S237"
"248374","S055|T001"
"248415",NA
"248430","S103|S991|T148|T603"
"248534",NA
"248577",NA
"248578","H643|S325|S673|S820"
"248580",NA
"248588",NA
"248596","T798|T850"
"248599","T800|T850|X814"
"248600","T850|T850"
"248609","Y239|Y486|Y685"
"248615","T851|T854|Y011|Y685"
"248635",NA
"248636",NA
"248645","B536|B536|H941|H962|H964|T148|Y011|Y012|Y244|Y646"
"248739",NA
"248740","H905|S991|S996|T569"
"248744",NA
"248747","T029|T138"
"248751","S996|T148"
"248759","S143"
"248760","S143"
"248761","S143"
"248762","X891"
"248780","H713"
"249009","H646|S237"
"249137","R699|Y012|Y678"
"249157","H905|H964"
"249178","T849|T849"
"249188",NA
"249192","Y330"
"249196","Y012|Y678"
"249199","S143"
"249244","R107|R107"
"249297","S299|T798|T800|T850|T857|T859|X481|X814"
"249323",NA
"249369","S143|S143"
"249374","S143|S143"
"249397","H732|S143"
"249448","S143"
"249467",NA
"249475","B527|H877|H996|P193|P193|Q748|R942|S055|T005|T131|T796|T849|X482|X508|Y202|Y237|Y256|Y280|Y330"
"249531","R699|S197|S197|Y012|Y678|Y678"
"249543","B476|B536|R699|S197|T250|Y012|Y678"
"249594","T609|Y330"
"249595","B440|T609"
"249620","S416|T603"
"249627","B476|P105"
"249632","P105|S051"
"249641","B476|R921|S051|S416"
"249650","B440|H941"
"249662","B440|T603"
"249694","H964|R699"
"249703","B476|B536|H905|S051|S103|T603"
"249947",NA
"249969","S197|T250"
"249971","S960|T029|T138|T603|Y690"
"249972",NA
"249973","H905|H941|H964|S673|S673"
"249974","H713"
"249993","S299|T800|T859"
"249994","T857|T859|X481"
"249995","T857|X481"
"249996","S299|T857"
"249999","B527|T133|T798|T800|T850|Y234"
"250004","S342|Y685"
"250005",NA
"250010","H877|R942|T133"
"250020",NA
"250033",NA
"250188","R107"
"250200","H905|R425"
"250213","H941|H941|Q884|S673"
"250214","P193"
"250228","T584"
"250302","S299|S299|S299|T798|T798|T798|T800|T800|T800|T850|T850|T850|T857|T857|T857|T859|T859|T859|X481|X481|X814|X814|X814|Y234|Y234"
"250321","S299|T798|T800|T800|T850|T857|X481|Y234"
"250329","S299|T798|X814|X814"
"250335","S299|T798|X814"
"250386","T850|X814"
"250439","H646|H646|S205|S237|T045"
"251009","B527|B527|H877|H996|P193|Q748|R942|R942|S055|S055|S863|T001|T005|T005|T124|T124|T131|T131|T133|T796|T849|T849|T849|X482|X508|X508|Y202|Y237|Y256|Y280|Y280"
"251240","B527|H877|H877|H996|H996|P193|R942|S055|S055|S863|T001|T005|T131|T131|T133|T584|T796|T796|T849|T849|X508|Y202|Y202|Y202|Y237|Y237|Y256|Y256|Y280|Y280|Y280|Y330"
"251332","B440|B440"
"2514","H646|T569"
"251412","S863"
"251465","S863"
"251496","H877|H996|H996|H996|P193|R942|S055|T124|T124|T131|T796|T849|X482|X482|X508|Y330"
"251626","T131|T584|T849|X508"
"252",NA
"252849","R510|R510|S143|S143|S996|S996"
"252854","S237|S237"
"252855","S237|S237"
"252905","S237"
"252909",NA
"252912",NA
"252914",NA
"252915","H905|T045"
"252926","R942|T569"
"252941",NA
"252950","S143|S143|T849"
"252951","T849|T849"
"252953","T859|X481"
"252955","R107|S205|T250|Y202"
"252959","H905"
"252963",NA
"252964",NA
"252976","B527|H643|Y679"
"252984",NA
"252986","S342|Y685"
"252989","S237|S237|S237|T084|T133|T609|T609|Y646|Y646"
"252991","S237|S237|S237|T084|T084|T133|T609|T609|Y646|Y646|Y646"
"252992","S237|T609"
"253000","T609|T609|Y646"
"253002","S237|T084|T609|T609"
"253014","S237|Y646"
"253022","T609"
"253025","S237|T609"
"253033","T084|T084|T133|T133"
"253084","H713|S143"
"253095","H646|H877|H962|H962|H963|Q768|Q768|R425|S103|S416|S673|S744|T250|T609|T855|Y011|Y012|Y234|Y239|Y239|Y260|Y260"
"253171","H962|Q768|T250|Y011"
"253173","H962|H963|Y239"
"253174","H962|R425|T250|Y011|Y260"
"253225","Y486|Y685"
"253230","H962|Y486|Y685"
"253235","S237|S237|S237|T609|T609"
"253242","S237|S237|S237|T609|Y646"
"253248","S237|S237|S237|T609"
"253280","Q768"
"253281","T857|T859|X481"
"253282","S299"
"253283","S299|T857"
"253293","P105|S342|T150|Y011|Y230|Y486"
"253294",NA
"253297","T133|Y280|Y703"
"253300","R942|Y237"
"253301","H877|R942|T133"
"253317","R107"
"253324","T798|T798|T850"
"253334",NA
"253336","T150|Y280"
"253350","S197|Y012"
